1995	1
1990	1
1985	1
1980	1
1975	1
1970	1
1965	1
1960	1
1955	1
1950	1
1945	1
1940	1
1935	1
1930	1
1925	1
1920	1
1915	0.999996
1910	0.999996
1905	0.999996
1900	0.999996
1895	0.999996
1890	0.999996
1885	0.999996
1880	0.999996
1875	0.999996
1870	0.999996
1865	0.999996
1860	0.999996
1855	0.999996
1850	0.999986
1845	0.999986
1840	0.999986
1835	0.999986
1830	0.999986
1825	0.999986
1820	0.999986
1815	0.999986
1810	0.999986
1805	0.999986
1800	0.999986
1795	0.999986
1790	0.999986
1785	0.999986
1780	0.99998
1775	0.99998
1770	0.99998
1765	0.99998
1760	0.99998
1755	0.99998
1750	0.99998
1745	0.99998
1740	0.99998
1735	0.99998
1730	0.99998
1725	0.99998
1720	0.99998
1715	0.999967
1710	0.999966
1705	0.999966
1700	0.999966
1695	0.999965
1690	0.999965
1685	0.999962
1680	0.999962
1675	0.999962
1670	0.999962
1665	0.999962
1660	0.999962
1655	0.999947
1650	0.999947
1645	0.999947
1640	0.999947
1635	0.999947
1630	0.999947
1625	0.999947
1620	0.999947
1615	0.999947
1610	0.999947
1605	0.999947
1600	0.999947
1595	0.999947
1590	0.999937
1585	0.999937
1580	0.999936
1575	0.999936
1570	0.999936
1565	0.999936
1560	0.999936
1555	0.999936
1550	0.999936
1545	0.999936
1540	0.999936
1535	0.999936
1530	0.999936
1525	0.999936
1520	0.999935
1515	0.999935
1510	0.999935
1505	0.999935
1500	0.999935
1495	0.999934
1490	0.999934
1485	0.999934
1480	0.999934
1475	0.999934
1470	0.999934
1465	0.999934
1460	0.999934
1455	0.999934
1450	0.999931
1445	0.999931
1440	0.999931
1435	0.999931
1430	0.999931
1425	0.999931
1420	0.999931
1415	0.999931
1410	0.999931
1405	0.999931
1400	0.999931
1395	0.999931
1390	0.999939
1385	0.999939
1380	0.999939
1375	0.999939
1370	0.999939
1365	0.999939
1360	0.999939
1355	0.999939
1350	0.999939
1345	0.999939
1340	0.999939
1335	0.999939
1330	0.999939
1325	0.999939
1320	0.999939
1315	0.999929
1310	0.999929
1305	0.999929
1300	0.999929
1295	0.999929
1290	0.999929
1285	0.999929
1280	0.999929
1275	0.999921
1270	0.999912
1265	0.999912
1260	0.999912
1255	0.999912
1250	0.999912
1245	0.999912
1240	0.999912
1235	0.999912
1230	0.999912
1225	0.999904
1220	0.999904
1215	0.999904
1210	0.999904
1205	0.999907
1200	0.999907
1195	0.999907
1190	0.999907
1185	0.999907
1180	0.999907
1175	0.999907
1170	0.999907
1165	0.999907
1160	0.999907
1155	0.999907
1150	0.999907
1145	0.999907
1140	0.999907
1135	0.999907
1130	0.999907
1125	0.999907
1120	0.999907
1115	0.999907
1110	0.999907
1105	0.999907
1100	0.999907
1095	0.999907
1090	0.999898
1085	0.999898
1080	0.999898
1075	0.999898
1070	0.999898
1065	0.999898
1060	0.999898
1055	0.999847
1050	0.999847
1045	0.999846
1040	0.999846
1035	0.999846
1030	0.999846
1025	0.999846
1020	0.999846
1015	0.999846
1010	0.999867
1005	0.999867
1000	0.999867
